element_id,element_classes,element_target,target_url,page_url,dvce_created_tstamp
ctl24_repeater_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar/2017/swimsafer-instructor-course-april-2017,2020-01-12 07:59:25.585000
ctl22_repeater_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/CoachSG,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Continuing-Coach-Development,2020-01-12 08:14:23.944000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-12 08:17:07.576000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536470,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536470,2020-01-12 08:26:20.194000
,[],_blank,https://sportshub.spydus.com.sg/cgi-bin/spydus.exe/MSGTRN/OPAC/HOME,https://www.sportsingapore.gov.sg/sports-education/singapore-sports-hub-library,2020-01-12 08:31:35.175000
ctl20_ctl02_repeater_link_2,[],,https://www.sportsingapore.gov.sg/Sports-Education,https://www.sportsingapore.gov.sg/,2020-01-12 08:50:17.165000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/sg-coach-technical-programme-accreditation,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-12 09:14:25.665000
,"[""nav-link""]",,https://www.sportsingapore.gov.sg/Contact-Us,https://www.sportsingapore.gov.sg/Careers,2020-01-12 09:25:54.977000
ctl20_ctl02_repeater_link_2,[],,https://www.sportsingapore.gov.sg/Sports-Education,https://www.sportsingapore.gov.sg/about-us/vision-2030/super-sports-club,2020-01-12 09:38:54.876000
,[],,https://www.rp.edu.sg/ace/short-course/Detail/basic-sports-science-(bss),https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/Basic-Sports-Science-Course,2020-01-12 09:49:33.322000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-12 09:51:14.311000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-12 10:04:14.590000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner#,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner,2020-01-12 10:34:49.027000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-be-an-nroc-coach,2020-01-12 10:45:17.038000
ctl20_ctl02_repeater_link_5,[],,https://www.sportsingapore.gov.sg/Careers,https://www.sportsingapore.gov.sg/careers,2020-01-12 10:59:05.637000
,[],,http://bit.ly/gov2030,https://www.sportsingapore.gov.sg/About-Us/Vision-2030,2020-01-12 12:06:44.710000
,[],,https://www.myactivesg.com/Sports/Find-a-Coach,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-12 12:28:16.871000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/continuing-coach-development/continuing-coaching-education,https://www.sportsingapore.gov.sg/Athletes-Coaches/CoachSG,2020-01-12 12:54:38.588000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/sg-coach-technical-programme-accreditation,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-12 13:00:13.115000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/sg-coach-level-1-theory-programme,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-12 13:01:47.002000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/sports-education/singapore-sports-hub-library#,https://www.sportsingapore.gov.sg/sports-education/singapore-sports-hub-library,2020-01-12 13:04:08.453000
ctl20_ctl02_repeater_link_5,[],,https://www.sportsingapore.gov.sg/Careers,https://www.sportsingapore.gov.sg/About-Us/Our-Board-Members,2020-01-12 13:17:43.172000
ctl22_repeater_innerRepeater_4_link_1,[],,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Safety/Sports-Safe-U-Guide,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Safety,2020-01-02 10:11:25.687000
,[],,https://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-renew-nroc-membership,2020-01-02 10:13:42.435000
ctl22_repeater_innerRepeater_6_link_1,[],,https://www.sportsingapore.gov.sg/Sports-Education/History-of-Singapore-Sports/Sports-in-Independent-Singapore,https://www.sportsingapore.gov.sg/Sports-Education/History-of-Singapore-Sports,2020-01-02 10:17:33.266000
,"[""nav-link""]",,https://www.sportsingapore.gov.sg/FAQ,https://www.sportsingapore.gov.sg/About-Us/Facilities,2020-01-02 11:38:08.225000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-02 11:49:28.939000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-renew-nroc-membership,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-02 12:29:34.189000
,"[""apply-link""]",,https://secure.dc6.pageuppeople.com/apply/688/gateway/?c=apply&lJobID=537037&lJobSourceTypeID=796&sLanguage=en,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=537037,2020-01-02 12:31:58.846000
ctl22_repeater_innerRepeater_0_link_4,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Anti-Doping-Singapore/Resources,https://www.sportsingapore.gov.sg/Athletes-Coaches/Anti-Doping-Singapore/Contact-Us,2020-01-02 12:46:23.968000
content_0_ctl10_moreLink1,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Newsroom/Publications/2019/2/LIVE-Issue-8,https://www.sportsingapore.gov.sg/,2020-01-02 12:54:09.319000
,[],,https://www.rp.edu.sg/ace/short-course/Detail/basic-sports-science-(bss),https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course,2020-01-02 13:16:35.208000
content_0_ctl03_repeater_ItemLink_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2020/Understanding-Youth-Athletes-Early-Specialisation-and-Athletic-Skills-Model-by-NYSI,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar,2020-01-02 13:30:12.746000
content_0_ctl03_repeater_ItemLink_8,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2020/Effective-Youth-Coaching-LTAD-and-Planning-Age-Appropriate-Training-Sessions-by-NYSI,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar,2020-01-02 13:38:33.974000
,"[""nav-link""]",,https://www.sportsingapore.gov.sg/Contact-Us,https://www.sportsingapore.gov.sg/Careers,2020-01-02 13:45:52.772000
ctl20_ctl02_repeater_ctl00_3_link_3,[],,https://www.sportsingapore.gov.sg/Newsroom/Publications,https://www.sportsingapore.gov.sg/,2020-01-02 14:02:40.680000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/Newsroom/Publications/2019/2/LIVE-Issue-8#,https://www.sportsingapore.gov.sg/Newsroom/Publications/2019/2/LIVE-Issue-8,2020-01-02 14:21:38.033000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute#,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute,2020-01-02 14:35:15.025000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/Athletes-and-Coaches/For-Coaches/National-Registry-of-Coaches/How-to-update-e-logbook-on-SportSync.pdf?la=en&hash=D143704F111FBFC79FFE8A0853A0EF7E20AB13AE,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-02 14:55:34.775000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/Contact-Us#,https://www.sportsingapore.gov.sg/Contact-Us,2020-01-02 15:04:11.657000
,[],,https://www.myactivesg.com/Sports/Find-a-Coach,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-02 15:12:03.883000
,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme/SG-Coach-Theory-Programme-Accreditation,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme,2020-01-02 15:12:37.884000
content_0_repeater_moreLink_4,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/About-Us/Our-Senior-Management,https://www.sportsingapore.gov.sg/About-Us,2020-01-02 15:48:24.397000
,[],,https://www.myactivesg.com/Sports/Find-a-Coach,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-02 15:58:42.167000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/Athletes-and-Coaches/For-Coaches/National-Registry-of-Coaches/Accredited-Standard-First-Aid-Courses/List-of-accredited-SFA-training-centres-(2018---2019)_16aug2019.pdf?la=en&hash=02FC43AAD870A4F46BB00156288F0C2804EC93D6,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/accredited-standard-first-aid-with-aed-courses,2020-01-02 16:03:10.940000
ctl22_repeater_innerRepeater_4_innerRepeater_2_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-be-an-NROC-Coach,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-02 16:09:56.928000
,"[""addthis_button_email"",""at300b""]",_blank,https://www.sportsingapore.gov.sg/Athletes-Coaches/Singapore-Sport-Institute/Sport-Science/Sport-Psychology#,https://www.sportsingapore.gov.sg/Athletes-Coaches/Singapore-Sport-Institute/Sport-Science/Sport-Psychology,2020-01-02 16:19:29.461000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536872,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=536872,2020-01-02 16:21:58.627000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/,2020-01-02 16:40:25.455000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/Athletes-Coaches/Athletes-Corner,2020-01-03 00:19:39.541000
ctl22_repeater_link_2,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2019/Kids-Multi-Sports-Coach-Course,2020-01-03 00:49:01.717000
,"[""nav-link""]",,https://www.sportsingapore.gov.sg/Contact-Us,https://www.sportsingapore.gov.sg/,2020-01-03 01:40:32.556000
ctl22_repeater_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Anti-Doping-Singapore,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Continuing-Coach-Development,2020-01-03 01:47:52.235000
ctl22_repeater_innerRepeater_4_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Coaches-Day,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Technical-Programme-Accreditation,2020-01-03 01:57:04.389000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/,2020-01-03 02:23:27.012000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/About-Us,2020-01-03 02:52:45.528000
ctl20_ctl02_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/About-Us/Our-Corporate-Structure,2020-01-03 03:27:57.153000
ctl20_ctl02_repeater_ctl00_1_ctl00_2_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/Accredited-Standard-First-Aid-with-AED-Courses,2020-01-03 03:34:05.373000
,[],,https://www.myactivesg.com/Sports/Find-a-Coach,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-03 04:13:42.732000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/newsroom/media-releases/2014/4/activesg100-for-every-singaporean-to-play-sport#,https://www.sportsingapore.gov.sg/newsroom/media-releases/2014/4/activesg100-for-every-singaporean-to-play-sport,2020-01-02 05:54:17.176000
,"[""nav-link""]",,https://www.sportsingapore.gov.sg/Contact-Us,https://www.sportsingapore.gov.sg/athletes-coaches/singapore-sport-institute/sport-science,2020-01-02 05:55:18.635000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/newsroom/media-releases/2014/4/activesg100-for-every-singaporean-to-play-sport#,https://www.sportsingapore.gov.sg/newsroom/media-releases/2014/4/activesg100-for-every-singaporean-to-play-sport,2020-01-02 06:04:09.287000
,"[""waves-effect"",""waves-light"",""btn-large"",""btnm""]",,https://www.sportsingapore.gov.sg/SportCares/Partnerships#NSA,https://www.sportsingapore.gov.sg/SportCares,2020-01-02 06:07:38.607000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-be-an-nroc-coach,2020-01-02 06:08:05.118000
,[],,https://www.myactivesg.com/Sports/Find-a-National-Sports-Association,https://www.sportsingapore.gov.sg/national-sports-associations,2020-01-02 06:12:22.927000
content_0_ctl03_repeater_ItemLink_2,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2020/ForCoachesByCoaches-Sharing-Session-on-Youth-Training-and-Competition-Models,https://www.sportsingapore.gov.sg/athletes-coaches/course-calendar,2020-01-02 06:27:58.800000
,[],,https://www.myactivesg.com/Sports/Find-a-Coach,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,2020-01-02 06:32:34.462000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/how-to-be-an-nroc-coach,2020-01-02 06:43:59.468000
,"[""nav-link""]",,https://www.sportsingapore.gov.sg/Contact-Us,https://www.sportsingapore.gov.sg/careers,2020-01-02 06:45:20.609000
,"[""menu-logo""]",,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/,2020-01-02 06:48:59.822000
content_0_repeater_moreLink_0,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Careers/Job-Listings,https://www.sportsingapore.gov.sg/careers,2020-01-02 06:57:00.755000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/Athletes-and-Coaches/For-Coaches/National-Registry-of-Coaches/Accredited-Standard-First-Aid-Courses/List-of-accredited-SFA-training-centres-(2018---2019)_16aug2019.pdf?la=en&hash=02FC43AAD870A4F46BB00156288F0C2804EC93D6,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/accredited-standard-first-aid-with-aed-courses,2020-01-02 06:57:09.998000
content_0_repeater_titleLink_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches/How-to-renew-NROC-Membership,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-02 07:00:49.544000
,"[""job-link""]",,https://www.sportsingapore.gov.sg/careers/job-listings?job=536137,https://www.sportsingapore.gov.sg/careers/job-listings?job=536137,2020-01-02 07:05:02.972000
ctl20_ctl02_repeater_ctl00_4_link_3,[],,https://www.sportsingapore.gov.sg/Partner-with-Us/ActiveSG-Programme-Partnership,https://www.sportsingapore.gov.sg/Careers,2020-01-02 07:21:47.538000
,[],,https://www.rp.edu.sg/ace/short-course/Detail/basic-sports-science-(bss),https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/Basic-Sports-Science-Course,2020-01-02 07:35:31.329000
,[],,http://www.sportsync.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-02 07:46:17.585000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/about-us/our-logo,2020-01-02 07:53:43.750000
,[],,https://www.myactivesg.com/sports/find-a-coach,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-02 08:00:36.509000
,[],,https://srfac.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches/accredited-standard-first-aid-with-aed-courses,2020-01-02 08:04:37.547000
ctl22_repeater_link_2,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar,https://www.sportsingapore.gov.sg/Athletes-Coaches/Singapore-Sport-Institute,2020-01-02 08:09:35.896000
,[],_blank,https://members.myactivesg.com/feedback,https://www.sportsingapore.gov.sg/Contact-Us,2020-01-02 08:18:06.862000
ctl20_ctl02_repeater_ctl00_3_link_0,[],,https://www.sportsingapore.gov.sg/Newsroom/Media-Releases,https://www.sportsingapore.gov.sg/Partner-with-Us/ActiveSG-Programme-Partnership,2020-01-02 08:28:01.675000
ctl20_ctl02_repeater_ctl00_1_ctl00_2_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,https://www.sportsingapore.gov.sg/sports-education/history-of-singapore-sports/sports-clubs/singapore-swimming-club,2020-01-02 08:41:34.862000
,"[""waves-effect"",""waves-light"",""btn-large"",""btnm""]",,https://www.sportsingapore.gov.sg/SportCares/Partnerships#NSA,https://www.sportsingapore.gov.sg/SportCares,2020-01-02 08:41:42.358000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/careers#,https://www.sportsingapore.gov.sg/careers,2020-01-02 08:42:10.880000
ctl20_ctl02_repeater_ctl00_2_ctl00_0_link_0,[],,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Leadership/Sports-Leadership-Workshops,https://www.sportsingapore.gov.sg/,2020-01-02 08:54:39.322000
ctl22_repeater_link_0,[],,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Education-Programme,https://www.sportsingapore.gov.sg/Sports-Education/Sports-Leadership/Sports-Leadership-Workshops,2020-01-02 08:59:16.169000
,[],_blank,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/Sports-Education/Sports-Safety/Sport-Safe-U-Guide/PARQ-English.pdf?la=en&hash=217134695FE411F3E07B907CA775BB61E98D5990,https://www.sportsingapore.gov.sg/sports-education/sports-safety/sports-safe-u-guide,2020-01-02 09:39:39.466000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/Sports-Education/Sports-Safety/Safety-Resources-and-Useful-Links/2019-Sports-Safety-Committee-Report_30Oct19-(4).pdf?la=en&hash=B5014E75E148808B843BC675B670CDB261D6886D,https://www.sportsingapore.gov.sg/sports-education/sports-safety,2020-01-02 10:03:51.480000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/Sports-Education/History-of-Singapore-Sports/Sports-in-Independent-Singapore,2020-01-02 10:17:36.046000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/singapore-coach-excellence-programme-technical-accreditation,2020-01-02 10:56:36.009000
,"[""icn""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-02 11:49:15.165000
,[],_blank,https://www.myactivesg.com/team-singapore,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach,2020-01-02 11:58:20.304000
ctl20_ctl02_repeater_ctl00_3_link_3,[],,https://www.sportsingapore.gov.sg/Newsroom/Publications,https://www.sportsingapore.gov.sg/,2020-01-02 12:04:13.502000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/About/Annual-Reports/SportSG-FY18-Annual-Report.pdf?la=en&hash=602152E4295509D21A1E5DEB97F399C59C96ADE9,https://www.sportsingapore.gov.sg/About-Us/Annual--Reports,2020-01-02 12:04:27.987000
,[],,https://www.sportsingapore.gov.sg/-/media/SSC/Corporate/Files/About/Annual-Reports/SportSG-FY18-Annual-Report.pdf?la=en&hash=602152E4295509D21A1E5DEB97F399C59C96ADE9,https://www.sportsingapore.gov.sg/About-Us/Annual--Reports,2020-01-02 12:04:28.610000
,[],,http://bit.ly/gov2030,https://www.sportsingapore.gov.sg/,2020-01-02 12:40:59.769000
ctl24_repeater_link_0,[],,https://www.sportsingapore.gov.sg/About-Us,https://www.sportsingapore.gov.sg/about-us/vision-2030/facilities-master-plan,2020-01-03 05:05:03.021000
,"[""apply-link""]",,https://secure.dc6.pageuppeople.com/apply/688/gateway/?c=apply&lJobID=537037&lJobSourceTypeID=796&sLanguage=en,https://www.sportsingapore.gov.sg/Careers/Job-Listings?job=537037,2020-01-03 05:54:12.017000
ctl20_ctl02_repeater_link_4,[],,https://www.sportsingapore.gov.sg/Partner-with-Us,https://www.sportsingapore.gov.sg/Partner-with-Us/ActiveSG-Programme-Partnership,2020-01-03 05:54:33.775000
,"[""apply-link""]",,https://secure.dc6.pageuppeople.com/apply/688/gateway/?c=apply&lJobID=537037&lJobSourceTypeID=796&sLanguage=en,https://www.sportsingapore.gov.sg/careers/job-listings?job=537037,2020-01-03 05:54:59.980000
ctl20_ctl02_repeater_link_2,[],,https://www.sportsingapore.gov.sg/Sports-Education,https://www.sportsingapore.gov.sg/,2020-01-03 05:57:10.551000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-03 05:59:06.063000
,[],,https://www.sportsingapore.gov.sg/,https://www.sportsingapore.gov.sg/,2020-01-03 06:24:57.541000
content_0_repeater_titleLink_0,[],,https://www.sportsingapore.gov.sg/Careers/Job-Listings,https://www.sportsingapore.gov.sg/careers,2020-01-03 06:40:32.345000
ctl22_repeater_innerRepeater_4_innerRepeater_1_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach,2020-01-03 06:51:48.516000
ctl22_repeater_innerRepeater_4_innerRepeater_1_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme/SG-Coach-Theory-Programme-Accreditation,2020-01-03 07:32:04.428000
ctl22_repeater_innerRepeater_4_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/Basic-Sports-Science-Course,2020-01-03 07:39:16.028000
ctl22_repeater_link_4,[],,https://www.sportsingapore.gov.sg/About-Us/Our-Senior-Management,https://www.sportsingapore.gov.sg/About-Us,2020-01-03 07:40:42.327000
content_0_repeater_moreLink_1,"[""icn-readmore""]",,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach,2020-01-03 08:07:57.605000
ctl22_repeater_link_1,[],,https://www.sportsingapore.gov.sg/Partner-with-Us/Partner-with-Sport-Singapore-Recreation-Club,https://www.sportsingapore.gov.sg/Partner-with-Us/ActiveSG-Programme-Partnership,2020-01-03 08:47:33.122000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-03 09:25:15.786000
,[],_blank,https://www.myactivesg.com/team-singapore,https://www.sportsingapore.gov.sg/careers,2020-01-03 09:35:10.344000
,[],,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/sg-coach-level-1-theory-programme,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/national-registry-of-coaches,2020-01-03 11:10:06.627000
content_0_repeater_titleLink_3,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Continuing-Coach-Development,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner,2020-01-03 13:20:09.923000
,[],_blank,http://www.myactivesg.com/facilities,https://www.sportsingapore.gov.sg/About-Us/Facilities,2020-01-03 13:50:58.211000
content_0_ctl03_repeater_ItemLink_6,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar/2020/Sleep-Science-for-Sports-Coaches,https://www.sportsingapore.gov.sg/Athletes-Coaches/Course-Calendar?Upcoming=1,2020-01-03 14:18:22.351000
,"[""dd-toggle""]",,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course#,https://www.sportsingapore.gov.sg/athletes-coaches/coaches-corner/singapore-coach-excellence-programme-sg-coach/basic-sports-science-course,2020-01-03 14:28:20.736000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/careers#,https://www.sportsingapore.gov.sg/careers,2020-01-04 00:11:50.548000
ctl20_ctl02_repeater_ctl00_1_ctl00_2_link_0,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/National-Registry-of-Coaches,https://www.sportsingapore.gov.sg/Athletes-Coaches,2020-01-04 09:52:18.364000
,[],_blank,https://sportshub.spydus.com.sg/cgi-bin/spydus.exe/MSGTRN/OPAC/HOME,https://www.sportsingapore.gov.sg/sports-education/singapore-sports-hub-library,2020-01-04 13:45:54.935000
ctl22_repeater_innerRepeater_4_innerRepeater_1_link_1,[],,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/SG-Coach-Level-1-Theory-Programme,https://www.sportsingapore.gov.sg/Athletes-Coaches/Coaches-Corner/Singapore-Coach-Excellence-Programme-SG-Coach/Basic-Sports-Science-Course,2020-01-04 15:10:19.038000
,"[""menu-toggle"",""full""]",,https://www.sportsingapore.gov.sg/#,https://www.sportsingapore.gov.sg/,2020-01-07 00:14:30.104000
